brand,date,day_of_week,month,tiaoxiu,workday,year
7,1444,2,5,0,1,2017
8,1444,2,5,0,1,2017
9,1444,2,5,0,1,2017
10,1444,2,5,0,1,2017
1,1445,3,5,0,1,2017
2,1445,3,5,0,1,2017
3,1445,3,5,0,1,2017
4,1445,3,5,0,1,2017
5,1445,3,5,0,1,2017
6,1445,3,5,0,1,2017
7,1445,3,5,0,1,2017
8,1445,3,5,0,1,2017
9,1445,3,5,0,1,2017
10,1445,3,5,0,1,2017
1,1446,4,5,0,1,2017
2,1446,4,5,0,1,2017
3,1446,4,5,0,1,2017
4,1446,4,5,0,1,2017
5,1446,4,5,0,1,2017
6,1446,4,5,0,1,2017
7,1446,4,5,0,1,2017
8,1446,4,5,0,1,2017
9,1446,4,5,0,1,2017
10,1446,4,5,0,1,2017
1,1447,5,5,0,1,2017
2,1447,5,5,0,1,2017
3,1447,5,5,0,1,2017
4,1447,5,5,0,1,2017
5,1447,5,5,0,1,2017
6,1447,5,5,0,1,2017
7,1447,5,5,0,1,2017
8,1447,5,5,0,1,2017
9,1447,5,5,0,1,2017
10,1447,5,5,0,1,2017
2,1448,6,5,0,1,2017
3,1448,6,5,0,1,2017
4,1448,6,5,0,1,2017
5,1448,6,5,0,1,2017
6,1448,6,5,0,1,2017
7,1448,6,5,0,1,2017
8,1448,6,5,0,1,2017
9,1448,6,5,0,1,2017
10,1448,6,5,0,1,2017
10,1449,1,5,0,1,2017
1,1450,2,5,0,1,2017
2,1450,2,5,0,1,2017
3,1450,2,5,0,1,2017
4,1450,2,5,0,1,2017
5,1450,2,5,0,1,2017
6,1450,2,5,0,1,2017
7,1450,2,5,0,1,2017
8,1450,2,5,0,1,2017
9,1450,2,5,0,1,2017
10,1450,2,5,0,1,2017
1,1451,3,5,0,1,2017
2,1451,3,5,0,1,2017
3,1451,3,5,0,1,2017
4,1451,3,5,0,1,2017
5,1451,3,5,0,1,2017
6,1451,3,5,0,1,2017
7,1451,3,5,0,1,2017
8,1451,3,5,0,1,2017
9,1451,3,5,0,1,2017
10,1451,3,5,0,1,2017
1,1452,4,5,0,1,2017
2,1452,4,5,0,1,2017
3,1452,4,5,0,1,2017
4,1452,4,5,0,1,2017
5,1452,4,5,0,1,2017
6,1452,4,5,0,1,2017
7,1452,4,5,0,1,2017
8,1452,4,5,0,1,2017
9,1452,4,5,0,1,2017
10,1452,4,5,0,1,2017
1,1453,5,5,0,1,2017
2,1453,5,5,0,1,2017
3,1453,5,5,0,1,2017
4,1453,5,5,0,1,2017
5,1453,5,5,0,1,2017
6,1453,5,5,0,1,2017
7,1453,5,5,0,1,2017
8,1453,5,5,0,1,2017
9,1453,5,5,0,1,2017
10,1453,5,5,0,1,2017
2,1454,6,5,0,1,2017
3,1454,6,5,0,1,2017
4,1454,6,5,0,1,2017
5,1454,6,5,0,1,2017
6,1454,6,5,0,1,2017
7,1454,6,5,0,1,2017
8,1454,6,5,0,1,2017
9,1454,6,5,0,1,2017
10,1454,6,5,0,1,2017
1,1455,7,5,0,1,2017
6,1455,7,5,0,1,2017
9,1455,7,5,0,1,2017
1,1456,1,5,0,1,2017
2,1456,1,5,0,1,2017
3,1456,1,5,0,1,2017
4,1456,1,5,0,1,2017
5,1456,1,5,0,1,2017
6,1456,1,5,0,1,2017
7,1456,1,5,0,1,2017
8,1456,1,5,0,1,2017
9,1456,1,5,0,1,2017
10,1456,1,5,0,1,2017
1,1457,2,5,0,1,2017
2,1457,2,5,0,1,2017
3,1457,2,5,0,1,2017
4,1457,2,5,0,1,2017
5,1457,2,5,0,1,2017
6,1457,2,5,0,1,2017
7,1457,2,5,0,1,2017
8,1457,2,5,0,1,2017
9,1457,2,5,0,1,2017
10,1457,2,5,0,1,2017
1,1458,3,5,0,1,2017
2,1458,3,5,0,1,2017
3,1458,3,5,0,1,2017
4,1458,3,5,0,1,2017
5,1458,3,5,0,1,2017
6,1458,3,5,0,1,2017
7,1458,3,5,0,1,2017
8,1458,3,5,0,1,2017
9,1458,3,5,0,1,2017
10,1458,3,5,0,1,2017
1,1459,4,5,0,1,2017
2,1459,4,5,0,1,2017
3,1459,4,5,0,1,2017
4,1459,4,5,0,1,2017
5,1459,4,5,0,1,2017
6,1459,4,5,0,1,2017
7,1459,4,5,0,1,2017
8,1459,4,5,0,1,2017
9,1459,4,5,0,1,2017
10,1459,4,5,0,1,2017
1,1460,5,5,0,1,2017
2,1460,5,5,0,1,2017
3,1460,5,5,0,1,2017
4,1460,5,5,0,1,2017
5,1460,5,5,0,1,2017
6,1460,5,5,0,1,2017
7,1460,5,5,0,1,2017
8,1460,5,5,0,1,2017
9,1460,5,5,0,1,2017
10,1460,5,5,0,1,2017
1,1461,6,5,1,1,2017
2,1461,6,5,1,1,2017
3,1461,6,5,1,1,2017
4,1461,6,5,1,1,2017
5,1461,6,5,1,1,2017
6,1461,6,5,1,1,2017
7,1461,6,5,1,1,2017
8,1461,6,5,1,1,2017
9,1461,6,5,1,1,2017
10,1461,6,5,1,1,2017
1,1462,7,5,0,0,2017
2,1462,7,5,0,0,2017
4,1462,7,5,0,0,2017
5,1462,7,5,0,0,2017
6,1462,7,5,0,0,2017
9,1462,7,5,0,0,2017
10,1462,7,5,0,0,2017
6,1463,1,5,0,0,2017
1,1464,2,5,0,0,2017
3,1464,2,5,0,0,2017
4,1464,2,5,0,0,2017
6,1464,2,5,0,0,2017
7,1464,2,5,0,0,2017
9,1464,2,5,0,0,2017
10,1464,2,5,0,0,2017
1,1465,3,5,0,1,2017
2,1465,3,5,0,1,2017
3,1465,3,5,0,1,2017
4,1465,3,5,0,1,2017
5,1465,3,5,0,1,2017
6,1465,3,5,0,1,2017
7,1465,3,5,0,1,2017
8,1465,3,5,0,1,2017
9,1465,3,5,0,1,2017
10,1465,3,5,0,1,2017
1,1466,4,6,0,1,2017
2,1466,4,6,0,1,2017
3,1466,4,6,0,1,2017
4,1466,4,6,0,1,2017
5,1466,4,6,0,1,2017
6,1466,4,6,0,1,2017
7,1466,4,6,0,1,2017
8,1466,4,6,0,1,2017
9,1466,4,6,0,1,2017
10,1466,4,6,0,1,2017
1,1467,5,6,0,1,2017
2,1467,5,6,0,1,2017
3,1467,5,6,0,1,2017
4,1467,5,6,0,1,2017
5,1467,5,6,0,1,2017
6,1467,5,6,0,1,2017
7,1467,5,6,0,1,2017
8,1467,5,6,0,1,2017
9,1467,5,6,0,1,2017
10,1467,5,6,0,1,2017
1,1468,6,6,0,1,2017
2,1468,6,6,0,1,2017
3,1468,6,6,0,1,2017
4,1468,6,6,0,1,2017
5,1468,6,6,0,1,2017
6,1468,6,6,0,1,2017
7,1468,6,6,0,1,2017
8,1468,6,6,0,1,2017
9,1468,6,6,0,1,2017
10,1468,6,6,0,1,2017
1,1469,1,6,0,1,2017
2,1469,1,6,0,1,2017
3,1469,1,6,0,1,2017
4,1469,1,6,0,1,2017
5,1469,1,6,0,1,2017
6,1469,1,6,0,1,2017
7,1469,1,6,0,1,2017
8,1469,1,6,0,1,2017
9,1469,1,6,0,1,2017
10,1469,1,6,0,1,2017
1,1470,2,6,0,1,2017
2,1470,2,6,0,1,2017
3,1470,2,6,0,1,2017
4,1470,2,6,0,1,2017
5,1470,2,6,0,1,2017
6,1470,2,6,0,1,2017
7,1470,2,6,0,1,2017
8,1470,2,6,0,1,2017
9,1470,2,6,0,1,2017
10,1470,2,6,0,1,2017
1,1471,3,6,0,1,2017
2,1471,3,6,0,1,2017
3,1471,3,6,0,1,2017
4,1471,3,6,0,1,2017
5,1471,3,6,0,1,2017
6,1471,3,6,0,1,2017
7,1471,3,6,0,1,2017
8,1471,3,6,0,1,2017
9,1471,3,6,0,1,2017
10,1471,3,6,0,1,2017
1,1472,4,6,0,1,2017
2,1472,4,6,0,1,2017
3,1472,4,6,0,1,2017
4,1472,4,6,0,1,2017
5,1472,4,6,0,1,2017
6,1472,4,6,0,1,2017
7,1472,4,6,0,1,2017
8,1472,4,6,0,1,2017
9,1472,4,6,0,1,2017
10,1472,4,6,0,1,2017
1,1473,5,6,0,1,2017
2,1473,5,6,0,1,2017
3,1473,5,6,0,1,2017
4,1473,5,6,0,1,2017
5,1473,5,6,0,1,2017
6,1473,5,6,0,1,2017
7,1473,5,6,0,1,2017
8,1473,5,6,0,1,2017
9,1473,5,6,0,1,2017
10,1473,5,6,0,1,2017
1,1474,6,6,0,1,2017
2,1474,6,6,0,1,2017
3,1474,6,6,0,1,2017
4,1474,6,6,0,1,2017
5,1474,6,6,0,1,2017
6,1474,6,6,0,1,2017
7,1474,6,6,0,1,2017
8,1474,6,6,0,1,2017
9,1474,6,6,0,1,2017
10,1474,6,6,0,1,2017
3,1475,7,6,0,1,2017
6,1475,7,6,0,1,2017
9,1475,7,6,0,1,2017
10,1475,7,6,0,1,2017
1,1476,1,6,0,1,2017
2,1476,1,6,0,1,2017
3,1476,1,6,0,1,2017
4,1476,1,6,0,1,2017
5,1476,1,6,0,1,2017
6,1476,1,6,0,1,2017
7,1476,1,6,0,1,2017
8,1476,1,6,0,1,2017
9,1476,1,6,0,1,2017
10,1476,1,6,0,1,2017
1,1477,2,6,0,1,2017
2,1477,2,6,0,1,2017
3,1477,2,6,0,1,2017
4,1477,2,6,0,1,2017
5,1477,2,6,0,1,2017
6,1477,2,6,0,1,2017
7,1477,2,6,0,1,2017
8,1477,2,6,0,1,2017
9,1477,2,6,0,1,2017
10,1477,2,6,0,1,2017
1,1478,3,6,0,1,2017
2,1478,3,6,0,1,2017
3,1478,3,6,0,1,2017
4,1478,3,6,0,1,2017
5,1478,3,6,0,1,2017
6,1478,3,6,0,1,2017
7,1478,3,6,0,1,2017
8,1478,3,6,0,1,2017
9,1478,3,6,0,1,2017
10,1478,3,6,0,1,2017
1,1479,4,6,0,1,2017
2,1479,4,6,0,1,2017
3,1479,4,6,0,1,2017
4,1479,4,6,0,1,2017
5,1479,4,6,0,1,2017
6,1479,4,6,0,1,2017
7,1479,4,6,0,1,2017
8,1479,4,6,0,1,2017
9,1479,4,6,0,1,2017
10,1479,4,6,0,1,2017
1,1480,5,6,0,1,2017
2,1480,5,6,0,1,2017
3,1480,5,6,0,1,2017
4,1480,5,6,0,1,2017
5,1480,5,6,0,1,2017
6,1480,5,6,0,1,2017
7,1480,5,6,0,1,2017
8,1480,5,6,0,1,2017
9,1480,5,6,0,1,2017
10,1480,5,6,0,1,2017
1,1481,6,6,0,1,2017
2,1481,6,6,0,1,2017
3,1481,6,6,0,1,2017
4,1481,6,6,0,1,2017
5,1481,6,6,0,1,2017
6,1481,6,6,0,1,2017
7,1481,6,6,0,1,2017
8,1481,6,6,0,1,2017
9,1481,6,6,0,1,2017
10,1481,6,6,0,1,2017
1,1482,7,6,0,1,2017
2,1482,7,6,0,1,2017
4,1482,7,6,0,1,2017
8,1482,7,6,0,1,2017
9,1482,7,6,0,1,2017
1,1483,1,6,0,1,2017
2,1483,1,6,0,1,2017
3,1483,1,6,0,1,2017
4,1483,1,6,0,1,2017
5,1483,1,6,0,1,2017
6,1483,1,6,0,1,2017
7,1483,1,6,0,1,2017
8,1483,1,6,0,1,2017
9,1483,1,6,0,1,2017
10,1483,1,6,0,1,2017
1,1484,2,6,0,1,2017
2,1484,2,6,0,1,2017
3,1484,2,6,0,1,2017
4,1484,2,6,0,1,2017
5,1484,2,6,0,1,2017
6,1484,2,6,0,1,2017
7,1484,2,6,0,1,2017
8,1484,2,6,0,1,2017
9,1484,2,6,0,1,2017
10,1484,2,6,0,1,2017
1,1485,3,6,0,1,2017
2,1485,3,6,0,1,2017
3,1485,3,6,0,1,2017
4,1485,3,6,0,1,2017
5,1485,3,6,0,1,2017
6,1485,3,6,0,1,2017
7,1485,3,6,0,1,2017
8,1485,3,6,0,1,2017
9,1485,3,6,0,1,2017
10,1485,3,6,0,1,2017
1,1486,4,6,0,1,2017
2,1486,4,6,0,1,2017
3,1486,4,6,0,1,2017
4,1486,4,6,0,1,2017
5,1486,4,6,0,1,2017
6,1486,4,6,0,1,2017
7,1486,4,6,0,1,2017
8,1486,4,6,0,1,2017
9,1486,4,6,0,1,2017
10,1486,4,6,0,1,2017
1,1487,5,6,0,1,2017
2,1487,5,6,0,1,2017
3,1487,5,6,0,1,2017
4,1487,5,6,0,1,2017
5,1487,5,6,0,1,2017
6,1487,5,6,0,1,2017
7,1487,5,6,0,1,2017
8,1487,5,6,0,1,2017
9,1487,5,6,0,1,2017
10,1487,5,6,0,1,2017
1,1488,6,6,0,1,2017
2,1488,6,6,0,1,2017
3,1488,6,6,0,1,2017
4,1488,6,6,0,1,2017
5,1488,6,6,0,1,2017
6,1488,6,6,0,1,2017
7,1488,6,6,0,1,2017
8,1488,6,6,0,1,2017
9,1488,6,6,0,1,2017
10,1488,6,6,0,1,2017
4,1489,7,6,0,1,2017
6,1489,7,6,0,1,2017
7,1489,7,6,0,1,2017
9,1489,7,6,0,1,2017
10,1489,7,6,0,1,2017
1,1490,1,6,0,1,2017
2,1490,1,6,0,1,2017
3,1490,1,6,0,1,2017
4,1490,1,6,0,1,2017
5,1490,1,6,0,1,2017
6,1490,1,6,0,1,2017
7,1490,1,6,0,1,2017
8,1490,1,6,0,1,2017
9,1490,1,6,0,1,2017
10,1490,1,6,0,1,2017
1,1491,2,6,0,1,2017
2,1491,2,6,0,1,2017
3,1491,2,6,0,1,2017
4,1491,2,6,0,1,2017
5,1491,2,6,0,1,2017
6,1491,2,6,0,1,2017
7,1491,2,6,0,1,2017
8,1491,2,6,0,1,2017
9,1491,2,6,0,1,2017
10,1491,2,6,0,1,2017
1,1492,3,6,0,1,2017
2,1492,3,6,0,1,2017
3,1492,3,6,0,1,2017
4,1492,3,6,0,1,2017
5,1492,3,6,0,1,2017
6,1492,3,6,0,1,2017
7,1492,3,6,0,1,2017
8,1492,3,6,0,1,2017
9,1492,3,6,0,1,2017
10,1492,3,6,0,1,2017
1,1493,4,6,0,1,2017
2,1493,4,6,0,1,2017
3,1493,4,6,0,1,2017
4,1493,4,6,0,1,2017
5,1493,4,6,0,1,2017
6,1493,4,6,0,1,2017
7,1493,4,6,0,1,2017
8,1493,4,6,0,1,2017
9,1493,4,6,0,1,2017
10,1493,4,6,0,1,2017
1,1494,5,6,0,1,2017
2,1494,5,6,0,1,2017
3,1494,5,6,0,1,2017
4,1494,5,6,0,1,2017
5,1494,5,6,0,1,2017
6,1494,5,6,0,1,2017
7,1494,5,6,0,1,2017
8,1494,5,6,0,1,2017
9,1494,5,6,0,1,2017
10,1494,5,6,0,1,2017
1,1495,6,7,0,1,2017
2,1495,6,7,0,1,2017
3,1495,6,7,0,1,2017
4,1495,6,7,0,1,2017
5,1495,6,7,0,1,2017
6,1495,6,7,0,1,2017
7,1495,6,7,0,1,2017
8,1495,6,7,0,1,2017
9,1495,6,7,0,1,2017
10,1495,6,7,0,1,2017
4,1496,7,7,0,1,2017
9,1496,7,7,0,1,2017
10,1496,7,7,0,1,2017
1,1497,1,7,0,1,2017
2,1497,1,7,0,1,2017
3,1497,1,7,0,1,2017
4,1497,1,7,0,1,2017
5,1497,1,7,0,1,2017
6,1497,1,7,0,1,2017
7,1497,1,7,0,1,2017
8,1497,1,7,0,1,2017
9,1497,1,7,0,1,2017
10,1497,1,7,0,1,2017
1,1498,2,7,0,1,2017
2,1498,2,7,0,1,2017
3,1498,2,7,0,1,2017
4,1498,2,7,0,1,2017
5,1498,2,7,0,1,2017
6,1498,2,7,0,1,2017
7,1498,2,7,0,1,2017
8,1498,2,7,0,1,2017
9,1498,2,7,0,1,2017
10,1498,2,7,0,1,2017
1,1499,3,7,0,1,2017
2,1499,3,7,0,1,2017
3,1499,3,7,0,1,2017
4,1499,3,7,0,1,2017
5,1499,3,7,0,1,2017
6,1499,3,7,0,1,2017
7,1499,3,7,0,1,2017
8,1499,3,7,0,1,2017
9,1499,3,7,0,1,2017
10,1499,3,7,0,1,2017
1,1500,4,7,0,1,2017
2,1500,4,7,0,1,2017
3,1500,4,7,0,1,2017
4,1500,4,7,0,1,2017
5,1500,4,7,0,1,2017
6,1500,4,7,0,1,2017
7,1500,4,7,0,1,2017
8,1500,4,7,0,1,2017
9,1500,4,7,0,1,2017
10,1500,4,7,0,1,2017
1,1501,5,7,0,1,2017
2,1501,5,7,0,1,2017
3,1501,5,7,0,1,2017
4,1501,5,7,0,1,2017
5,1501,5,7,0,1,2017
6,1501,5,7,0,1,2017
7,1501,5,7,0,1,2017
8,1501,5,7,0,1,2017
9,1501,5,7,0,1,2017
10,1501,5,7,0,1,2017
1,1502,6,7,0,1,2017
2,1502,6,7,0,1,2017
3,1502,6,7,0,1,2017
4,1502,6,7,0,1,2017
5,1502,6,7,0,1,2017
6,1502,6,7,0,1,2017
7,1502,6,7,0,1,2017
8,1502,6,7,0,1,2017
9,1502,6,7,0,1,2017
10,1502,6,7,0,1,2017
2,1503,7,7,0,1,2017
4,1503,7,7,0,1,2017
6,1503,7,7,0,1,2017
9,1503,7,7,0,1,2017
1,1504,1,7,0,1,2017
2,1504,1,7,0,1,2017
3,1504,1,7,0,1,2017
4,1504,1,7,0,1,2017
5,1504,1,7,0,1,2017
6,1504,1,7,0,1,2017
7,1504,1,7,0,1,2017
8,1504,1,7,0,1,2017
9,1504,1,7,0,1,2017
10,1504,1,7,0,1,2017
1,1505,2,7,0,1,2017
2,1505,2,7,0,1,2017
3,1505,2,7,0,1,2017
4,1505,2,7,0,1,2017
5,1505,2,7,0,1,2017
6,1505,2,7,0,1,2017
7,1505,2,7,0,1,2017
8,1505,2,7,0,1,2017
9,1505,2,7,0,1,2017
10,1505,2,7,0,1,2017
1,1506,3,7,0,1,2017
2,1506,3,7,0,1,2017
3,1506,3,7,0,1,2017
4,1506,3,7,0,1,2017
5,1506,3,7,0,1,2017
6,1506,3,7,0,1,2017
7,1506,3,7,0,1,2017
8,1506,3,7,0,1,2017
9,1506,3,7,0,1,2017
10,1506,3,7,0,1,2017
1,1507,4,7,0,1,2017
2,1507,4,7,0,1,2017
3,1507,4,7,0,1,2017
4,1507,4,7,0,1,2017
5,1507,4,7,0,1,2017
6,1507,4,7,0,1,2017
7,1507,4,7,0,1,2017
8,1507,4,7,0,1,2017
9,1507,4,7,0,1,2017
10,1507,4,7,0,1,2017
1,1508,5,7,0,1,2017
2,1508,5,7,0,1,2017
3,1508,5,7,0,1,2017
4,1508,5,7,0,1,2017
5,1508,5,7,0,1,2017
6,1508,5,7,0,1,2017
7,1508,5,7,0,1,2017
8,1508,5,7,0,1,2017
9,1508,5,7,0,1,2017
10,1508,5,7,0,1,2017
1,1509,6,7,0,1,2017
3,1509,6,7,0,1,2017
4,1509,6,7,0,1,2017
5,1509,6,7,0,1,2017
6,1509,6,7,0,1,2017
7,1509,6,7,0,1,2017
8,1509,6,7,0,1,2017
9,1509,6,7,0,1,2017
10,1509,6,7,0,1,2017
3,1510,7,7,0,1,2017
4,1510,7,7,0,1,2017
6,1510,7,7,0,1,2017
9,1510,7,7,0,1,2017
10,1510,7,7,0,1,2017
1,1511,1,7,0,1,2017
2,1511,1,7,0,1,2017
3,1511,1,7,0,1,2017
4,1511,1,7,0,1,2017
5,1511,1,7,0,1,2017
6,1511,1,7,0,1,2017
7,1511,1,7,0,1,2017
8,1511,1,7,0,1,2017
9,1511,1,7,0,1,2017
10,1511,1,7,0,1,2017
1,1512,2,7,0,1,2017
2,1512,2,7,0,1,2017
3,1512,2,7,0,1,2017
4,1512,2,7,0,1,2017
5,1512,2,7,0,1,2017
6,1512,2,7,0,1,2017
7,1512,2,7,0,1,2017
8,1512,2,7,0,1,2017
9,1512,2,7,0,1,2017
10,1512,2,7,0,1,2017
1,1513,3,7,0,1,2017
2,1513,3,7,0,1,2017
3,1513,3,7,0,1,2017
4,1513,3,7,0,1,2017
5,1513,3,7,0,1,2017
6,1513,3,7,0,1,2017
7,1513,3,7,0,1,2017
8,1513,3,7,0,1,2017
9,1513,3,7,0,1,2017
10,1513,3,7,0,1,2017
1,1514,4,7,0,1,2017
2,1514,4,7,0,1,2017
3,1514,4,7,0,1,2017
4,1514,4,7,0,1,2017
5,1514,4,7,0,1,2017
6,1514,4,7,0,1,2017
7,1514,4,7,0,1,2017
8,1514,4,7,0,1,2017
9,1514,4,7,0,1,2017
10,1514,4,7,0,1,2017
1,1515,5,7,0,1,2017
2,1515,5,7,0,1,2017
3,1515,5,7,0,1,2017
4,1515,5,7,0,1,2017
5,1515,5,7,0,1,2017
6,1515,5,7,0,1,2017
7,1515,5,7,0,1,2017
8,1515,5,7,0,1,2017
9,1515,5,7,0,1,2017
10,1515,5,7,0,1,2017
2,1516,6,7,0,1,2017
3,1516,6,7,0,1,2017
4,1516,6,7,0,1,2017
5,1516,6,7,0,1,2017
6,1516,6,7,0,1,2017
7,1516,6,7,0,1,2017
8,1516,6,7,0,1,2017
9,1516,6,7,0,1,2017
10,1516,6,7,0,1,2017
1,1517,7,7,0,1,2017
2,1517,7,7,0,1,2017
3,1517,7,7,0,1,2017
4,1517,7,7,0,1,2017
9,1517,7,7,0,1,2017
10,1517,7,7,0,1,2017
1,1518,1,7,0,1,2017
2,1518,1,7,0,1,2017
3,1518,1,7,0,1,2017
4,1518,1,7,0,1,2017
5,1518,1,7,0,1,2017
6,1518,1,7,0,1,2017
7,1518,1,7,0,1,2017
8,1518,1,7,0,1,2017
9,1518,1,7,0,1,2017
10,1518,1,7,0,1,2017
1,1519,2,7,0,1,2017
2,1519,2,7,0,1,2017
3,1519,2,7,0,1,2017
4,1519,2,7,0,1,2017
5,1519,2,7,0,1,2017
6,1519,2,7,0,1,2017
7,1519,2,7,0,1,2017
8,1519,2,7,0,1,2017
9,1519,2,7,0,1,2017
10,1519,2,7,0,1,2017
1,1520,3,7,0,1,2017
2,1520,3,7,0,1,2017
3,1520,3,7,0,1,2017
4,1520,3,7,0,1,2017
5,1520,3,7,0,1,2017
6,1520,3,7,0,1,2017
7,1520,3,7,0,1,2017
8,1520,3,7,0,1,2017
9,1520,3,7,0,1,2017
10,1520,3,7,0,1,2017
1,1521,4,7,0,1,2017
2,1521,4,7,0,1,2017
3,1521,4,7,0,1,2017
4,1521,4,7,0,1,2017
5,1521,4,7,0,1,2017
6,1521,4,7,0,1,2017
7,1521,4,7,0,1,2017
8,1521,4,7,0,1,2017
9,1521,4,7,0,1,2017
10,1521,4,7,0,1,2017
1,1522,5,7,0,1,2017
2,1522,5,7,0,1,2017
3,1522,5,7,0,1,2017
4,1522,5,7,0,1,2017
5,1522,5,7,0,1,2017
6,1522,5,7,0,1,2017
7,1522,5,7,0,1,2017
8,1522,5,7,0,1,2017
9,1522,5,7,0,1,2017
10,1522,5,7,0,1,2017
1,1523,6,7,0,1,2017
2,1523,6,7,0,1,2017
3,1523,6,7,0,1,2017
4,1523,6,7,0,1,2017
5,1523,6,7,0,1,2017
6,1523,6,7,0,1,2017
7,1523,6,7,0,1,2017
8,1523,6,7,0,1,2017
9,1523,6,7,0,1,2017
10,1523,6,7,0,1,2017
1,1524,7,7,0,1,2017
3,1524,7,7,0,1,2017
6,1524,7,7,0,1,2017
7,1524,7,7,0,1,2017
9,1524,7,7,0,1,2017
10,1524,7,7,0,1,2017
1,1525,1,7,0,1,2017
2,1525,1,7,0,1,2017
3,1525,1,7,0,1,2017
4,1525,1,7,0,1,2017
5,1525,1,7,0,1,2017
6,1525,1,7,0,1,2017
7,1525,1,7,0,1,2017
8,1525,1,7,0,1,2017
9,1525,1,7,0,1,2017
10,1525,1,7,0,1,2017
1,1526,2,8,0,1,2017
2,1526,2,8,0,1,2017
3,1526,2,8,0,1,2017
4,1526,2,8,0,1,2017
5,1526,2,8,0,1,2017
6,1526,2,8,0,1,2017
7,1526,2,8,0,1,2017
8,1526,2,8,0,1,2017
9,1526,2,8,0,1,2017
10,1526,2,8,0,1,2017
1,1527,3,8,0,1,2017
2,1527,3,8,0,1,2017
3,1527,3,8,0,1,2017
4,1527,3,8,0,1,2017
5,1527,3,8,0,1,2017
6,1527,3,8,0,1,2017
7,1527,3,8,0,1,2017
8,1527,3,8,0,1,2017
9,1527,3,8,0,1,2017
10,1527,3,8,0,1,2017
1,1528,4,8,0,1,2017
2,1528,4,8,0,1,2017
3,1528,4,8,0,1,2017
4,1528,4,8,0,1,2017
5,1528,4,8,0,1,2017
6,1528,4,8,0,1,2017
7,1528,4,8,0,1,2017
8,1528,4,8,0,1,2017
9,1528,4,8,0,1,2017
10,1528,4,8,0,1,2017
1,1529,5,8,0,1,2017
2,1529,5,8,0,1,2017
3,1529,5,8,0,1,2017
4,1529,5,8,0,1,2017
5,1529,5,8,0,1,2017
6,1529,5,8,0,1,2017
7,1529,5,8,0,1,2017
8,1529,5,8,0,1,2017
9,1529,5,8,0,1,2017
10,1529,5,8,0,1,2017
1,1530,6,8,0,1,2017
2,1530,6,8,0,1,2017
3,1530,6,8,0,1,2017
4,1530,6,8,0,1,2017
5,1530,6,8,0,1,2017
6,1530,6,8,0,1,2017
7,1530,6,8,0,1,2017
8,1530,6,8,0,1,2017
9,1530,6,8,0,1,2017
10,1530,6,8,0,1,2017
4,1531,7,8,0,1,2017
6,1531,7,8,0,1,2017
7,1531,7,8,0,1,2017
1,1532,1,8,0,1,2017
2,1532,1,8,0,1,2017
3,1532,1,8,0,1,2017
4,1532,1,8,0,1,2017
5,1532,1,8,0,1,2017
6,1532,1,8,0,1,2017
7,1532,1,8,0,1,2017
8,1532,1,8,0,1,2017
9,1532,1,8,0,1,2017
10,1532,1,8,0,1,2017
1,1533,2,8,0,1,2017
2,1533,2,8,0,1,2017
3,1533,2,8,0,1,2017
4,1533,2,8,0,1,2017
5,1533,2,8,0,1,2017
6,1533,2,8,0,1,2017
7,1533,2,8,0,1,2017
8,1533,2,8,0,1,2017
9,1533,2,8,0,1,2017
10,1533,2,8,0,1,2017
1,1534,3,8,0,1,2017
2,1534,3,8,0,1,2017
3,1534,3,8,0,1,2017
4,1534,3,8,0,1,2017
5,1534,3,8,0,1,2017
6,1534,3,8,0,1,2017
7,1534,3,8,0,1,2017
8,1534,3,8,0,1,2017
9,1534,3,8,0,1,2017
10,1534,3,8,0,1,2017
1,1535,4,8,0,1,2017
2,1535,4,8,0,1,2017
3,1535,4,8,0,1,2017
4,1535,4,8,0,1,2017
5,1535,4,8,0,1,2017
6,1535,4,8,0,1,2017
7,1535,4,8,0,1,2017
8,1535,4,8,0,1,2017
9,1535,4,8,0,1,2017
10,1535,4,8,0,1,2017
1,1536,5,8,0,1,2017
2,1536,5,8,0,1,2017
3,1536,5,8,0,1,2017
4,1536,5,8,0,1,2017
5,1536,5,8,0,1,2017
6,1536,5,8,0,1,2017
7,1536,5,8,0,1,2017
8,1536,5,8,0,1,2017
9,1536,5,8,0,1,2017
10,1536,5,8,0,1,2017
1,1537,6,8,0,1,2017
2,1537,6,8,0,1,2017
3,1537,6,8,0,1,2017
4,1537,6,8,0,1,2017
5,1537,6,8,0,1,2017
6,1537,6,8,0,1,2017
7,1537,6,8,0,1,2017
8,1537,6,8,0,1,2017
9,1537,6,8,0,1,2017
10,1537,6,8,0,1,2017
4,1538,7,8,0,1,2017
6,1538,7,8,0,1,2017
7,1538,7,8,0,1,2017
9,1538,7,8,0,1,2017
1,1539,1,8,0,1,2017
2,1539,1,8,0,1,2017
3,1539,1,8,0,1,2017
4,1539,1,8,0,1,2017
5,1539,1,8,0,1,2017
6,1539,1,8,0,1,2017
7,1539,1,8,0,1,2017
8,1539,1,8,0,1,2017
9,1539,1,8,0,1,2017
10,1539,1,8,0,1,2017
1,1540,2,8,0,1,2017
2,1540,2,8,0,1,2017
3,1540,2,8,0,1,2017
4,1540,2,8,0,1,2017
5,1540,2,8,0,1,2017
6,1540,2,8,0,1,2017
7,1540,2,8,0,1,2017
8,1540,2,8,0,1,2017
9,1540,2,8,0,1,2017
